V‚rdformu skaits:	6130
5	Jßßabrinoyas
5	Juda
5	Judas
5	kattram
5	kattrims
5	kayes
5	Khas
5	laide
5	lelothes
5	letha
5	lethas
5	lukoyas
5	Lydtcz
5	Lyxmibe
5	Maetceklems
5	maetcye
5	mannis
5	Mayßes
5	Mers
5	Meßße
5	Mhele
5	Moßes
5	m¸rronims
5	nackte
5	Nackte
5	nakußße
5	Nedtcz
5	neneke
5	NHe
5	nom¸rris
5	notims
5	pallecke
5	pattes
5	pawheley
5	pece
5	peder
5	peludtcze
5	peminno
5	pep¸ldite
5	peﬂatcyßchenne
5	peßtißchennes
5	Petro
5	pirms
5	raxtitz
5	ßchˆs
5	ßchur
5	ßeedes
5	ﬂinnaye
5	ﬂinno
5	ﬂirde
5	ﬂirdims
5	ﬂißtz
5	ßkannige
5	Sobenne
5	Soule
5	ﬂoutcze
5	ﬂouwam
5	ßpeeke
5	Szeßte
5	Szirdims
5	Szlawe
5	tade
5	TApeetcz
5	thade
5	thalenes
5	thurreth
5	treßße
5	treßßey
5	treßßeye
5	trims
5	vnnde
5	Waige
5	w‰rdims
5	Wayge
5	Wene
5	wenotre
5	wußße
4	aitczenate
4	apgrutenata
4	apmhedye
4	atczes
4	atßthaye
4	aytczenate
4	Ammatte
4	Aßßens
4	Auwis
4	Barrabam
4	bedre
4	Bickerre
4	Bralims
4	breetcze
4	buewußßche
4	buth
4	byam
4	byßthas
4	Caiphas
4	czenige
4	Czetumman
4	czitcz
4	Cziwibe
4	dabbuis
4	dabbuye
4	Darbe
4	Dhelam
4	dheweetcz
4	dhos
4	dhotz
4	dodam
4	dome
4	drebe
4	duewims
4	dußmibe
4	egribbeßchenne
4	ehdene
4	Elias
4	Elißabeth
4	Engel
4	eßaka
4	Eßße
4	Eßßet
4	Eßßeth
4	eßßi
4	eyeth
4	gaddige
4	Galde
4	galle
4	Garram
4	garrige
4	Greekes
4	greekims
4	Greekims
4	gribbeth
4	guußtyth
4	Jem
4	Johannem
4	Jﬂabrinoyas
4	Jßgaya
4	Jßßabyas
4	Judea
4	Jums
4	Kalnems
4	Kalpune
4	kalpunes
4	kaps
4	kaßas
4	kattres
4	Kattres
4	Kattrims
4	Keyßeram
4	koke
4	kritta
4	Krußte
4	laikan
4	Laywe
4	lelake
4	lels
4	letims
4	lidtcze
4	Lidtczibe
4	lidtz
4	louke
4	lukoyeth
4	luudtczet
4	lyxme
4	Magdalena
4	Manna
4	mannam
4	Manteneke
4	meﬂe
4	Moßi
4	muﬂes
4	mußßam
4	nacke
4	n‰ckte
4	nakamme
4	n‰ke
4	nako
4	Nams
4	Nedre
4	neka
4	neßth
4	newens
4	nickne
4	Nicodemus
4	nogaya
4	nomannye
4	noßkumßchenne
4	noticka
4	Oters
4	paddebbes
4	Pagane
4	pallaide
4	pallidtcze
4	paßßchems
4	patteitczibe
4	peczimpte
4	peklayas
4	pemin
4	peßtißchenne
4	pewil
4	Pilato
4	Pillis
4	pirmack
4	preßche
4	pulga
4	radye
4	redtczath
4	Rokes
4	roudeth
4	rougeth
4	ﬂacket
4	ﬂacketh
4	ﬂacko
4	Sane
4	ﬂatcytz
4	ﬂawißke
4	Scheit
4	Scho
4	ßchodene
4	Semmeﬂoge
4	ﬂheye
4	ﬂildias
4	Simonis
4	ßkyßte
4	ﬂouwan
4	ßˆw
4	ßtaigaißche
4	ßtippre
4	ﬂutis
4	ßuute
4	ßwabbade
4	Sweetke
4	Symes
4	ßzatcys
4	taißnibes
4	taptz
4	teße
4	th‰ms
4	Thewems
4	thurras
4	thurretes
4	thurrey
4	tick
4	titczam
4	titczibe
4	touwam
4	Touwe
4	tows
4	treﬂeis
4	treßßeys
4	tris
4	tudeline
4	tudelyn
4	vdenne
4	VNd
4	vppere
4	wackarre
4	Waine
4	wairs
4	warrene
4	warrethe
4	wenadige
4	wenk‰rth
4	wetan
4	Whelne
4	wurﬂon
4	Wynekalne
4	yckwene
4	yemmeth
4	yoproyam
3	abﬂeelo
3	adbildeth
3	adbildhes
3	adﬂißchenne
3	aggre
3	aißkare
3	alge
3	aptherptz
3	aptherpußßche
3	aßßenne
3	atn‰ckßchenne
3	atßißchenne
3	attraddis
3	atwhere
3	auga
3	auglims
3	außtrumme
3	auxte
3	auxtibe
3	aytczenaye
3	Abba
3	Amen
3	Atkal
3	Auxtebaßnitczekunx
3	Balcke
3	Balxnis
3	bedims
3	Beerninge
3	Bhernes
3	brouckt
3	bußchenne
3	buthe
3	buuße
3	byaßchenne
3	chrußtite
3	czek‰rth
3	Czelles
3	czelßchenne
3	czeßchenne
3	Czeßmims
3	czetis
3	Czetumme
3	czilwhex
3	czirdeißßche
3	czittims
3	cziwe
3	Cziwoßchenne
3	cziwoth
3	dabbuißche
3	dabbuy
3	darbes
3	darrie
3	Dauids
3	Dhweßel
3	Dode
3	dodeth
3	doma
3	domaßchennes
3	domo
3	doudtczems
3	doudtczibe
3	doudtze
3	dˆuwinge
3	Drebes
3	dreebe
3	Dreebes
3	droudtczibe
3	drouges
3	droux
3	duewepaddeßmette
3	dußmyx
3	edthe
3	ehdenaißche
3	Ehrßchims
3	enyde
3	Eprecetais
3	Eraddumme
3	ES
3	eﬂaka
3	Eßakumme
3	Euangelium
3	gabballedarbs
3	gada
3	gadayeth
3	gaddems
3	Gailis
3	gals
3	Gals
3	Galwheneke
3	Ganne
3	Garres
3	gode
3	Godibes
3	godige
3	Greekems
3	gribbeßchenne
3	Guddres
3	guddribe
3	gullite
3	gullites
3	ieb
3	ißgaißche
3	Jacobum
3	Jelgouwe
3	Jeme
3	Jten
3	Jures
3	kadam
3	kade
3	Kade
3	kalpes
3	kalpooth
3	kam
3	kape
3	Kapeetcz
3	k‰rdenaßchenne
3	k‰rdenath
3	k‰rdenaye
3	k‰rtan
3	karye
3	Karyekalpe
3	kaßa
3	Kattrems
3	Kˆningam
3	kopa
3	kope
3	kouﬂes
3	kˆx
3	kruute
3	kryte
3	kummelle
3	Kungems
3	Kungims
3	kurneye
3	labbaack
3	labbake
3	labbam
3	labbumme
3	Laideth
3	Layx
3	Ledtczeneke
3	lethims
3	Lidtcz
3	lidtczis
3	Loudis
3	Lounedarritayems
3	lounes
3	loußcho
3	louße
3	Luuckßchenne
3	luuckt
3	mackﬂate
3	Man
3	manni
3	manno
3	mas
3	maﬂgath
3	M‰tcekle
3	M‰tceklis
3	mayas
3	Mayas
3	meckle
3	meckleye
3	Meﬂes
3	meﬂige
3	mette
3	mhelims
3	Mhelmenne
3	mhems
3	milige
3	mittas
3	Muitenex
3	M¸rrone
3	m¸rth
3	mußßems
3	myleeth
3	naackt
3	naetcze
3	naetczys
3	nakußßi
3	n‰tcet
3	neeßkyßtibe
3	neetaißnige
3	neeweﬂels
3	neﬂe
3	neßßys
3	nohßt
3	nokoute
3	nokow
3	nom¸rrußßche
3	notal
3	notul
3	oters
3	otram
3	paceßchenne
3	paddebbeßße
3	paddeßmette
3	pallicke
3	pammeßte
3	pannes
3	paradies
3	paßßuddis
3	paﬂußte
3	pattan
3	pattems
3	pelnis
3	peluckt
3	pemeckleis
3	peminneet
3	pepeeßche
3	pepeßche
3	Pilatum
3	pirmacke
3	plows
3	pr‰tcz
3	Prophetims
3	pußße
3	pußßes
3	Pylle
3	Raxtmaetcetaye
3	Raxtmaetcetayes
3	raxtytcz
3	redtcze
3	redtczeete
3	redtczeißßche
3	redtczes
3	rokims
3	Runne
3	Runnes
3	ﬂackrayas
3	ßagaiußßche
3	Samariters
3	ﬂarge
3	ﬂatcyßche
3	ﬂatczys
3	ﬂatczytz
3	Sathanas
3	Sche
3	ßcheitan
3	ßchim
3	Schodene
3	ﬂeeleﬂtibe
3	ﬂeelige
3	ﬂeeye
3	Septinge
3	Sewa
3	Simes
3	ﬂinnaßchenne
3	ﬂißt
3	Skaydribe
3	ﬂlawe
3	ﬂode
3	ﬂouwas
3	ßpede
3	ßplawe
3	ßpydeye
3	ßtaigaya
3	ßtaigayeth
3	ßtawhet
3	ßthaweet
3	ßthawites
3	ßtrada
3	ßtundan
3	ﬂutye
3	ﬂuutye
3	Swayxne
3	ßweedene
3	Sweedene
3	ﬂynnaye
3	Syrdtcz
3	Szacke
3	Szaßßpreßtcz
3	Szeekla
3	Szeeleßtibe
3	Sziddrabe
3	Szime
3	Szirdes
3	Szitte
3	Szlepkouwe
3	Szlepkouwems
3	ßzouwe
3	Szullaine
3	taißne
3	Taißnige
3	Tappe
3	tayßne
3	teitcze
3	teßnibes
3	thams
3	Th‰s
3	Thomas
3	thopam
3	Thope
3	Thˆs
3	thurreetes
3	thurret
3	thurreye
3	thurro
3	titcze
3	Titczibes
3	To
3	tomer
3	Tomher
3	tos
3	touwems
3	tˆw
3	treﬂet
3	treßßche
3	trys
3	tumpﬂibe
3	tuuxtoßche
3	Tuwake
3	Tyrumme
3	tytczibe
3	Tytczibe
3	Vdens
3	Vggunne
3	vpperre
3	Vﬂ
3	wadmalle
3	walßtibes
3	warren
3	warrenne
3	Wayne
3	wayraack
3	we~s
3	wenan
3	wenes
3	wenige
3	wenyx
3	Whelnes
3	wheltige
3	wheßßels
3	Whetczake
3	W¸ddetays
3	w¸rßeneke
3	w¸ßßenade
3	yeckige
3	yemis
3	yemmet
3	ylge
3	youtaya
3	yus
3	yuuﬂims
3	yuußo
3	Zebedei
2	abbe
2	abﬂeeloyes
2	acklis
2	ackmenoya
2	adﬂinne
2	aißmiggußßche
2	aitczenaßchenne
2	aitczenaye
2	ap
2	apalloßchenne
2	apeßkan
2	apkla
2	apracktz
2	apﬂleeptcz
2	apﬂlepßchenne
2	aptherpßchenne
2	apwilke
2	aßßen
2	aßtone
2	aßtonedeßmette
2	at
2	atmaxayeth
2	atmitteßchenne
2	atßtha
2	atßthate
2	atßthayas
2	atßthayo
2	atﬂyßth
2	atﬂyth
2	attraddußßche
2	attrade
2	attraßßeth
2	attraßta
2	attwhere
2	atwallotes
2	atwedde
2	atwheres
2	augle
2	auglˆs
2	auﬂes
2	autims
2	auxtaka
2	auxtake
2	auxtams
2	auxtan
2	auxtenayas
2	ays
2	ayßkare
2	aytcenate
2	aytczenaatz
2	Aaﬂo
2	Achas
2	Ackmens
2	Ackminnis
2	Agar
2	Altare
2	Ammatcz
2	Ammattam
2	Ammatz
2	Aran
2	Aßia
2	Attraitne
2	Auglis
2	Auﬂi
2	Auwe
2	Auwims
2	Auxtebaßnitcekunge
2	Auxtebaßnitczekungam
2	Auxtebaßnitczekungems
2	Auxtibe
2	Baarßchenne
2	Bagatibe
2	Bagatibes
2	Baggatibe
2	baggatige
2	balte
2	balxne
2	Balxnes
2	Baßnitczes
2	Beernems
2	Beernims
2	Bet
2	bhedes
2	bhedige
2	bhege
2	Bhernems
2	Bhernims
2	Bherninge
2	Bickere
2	Bouﬂles
2	Bralam
2	Bralems
2	Brales
2	Bralige
2	Brinumme
2	Brinummes
2	butem
2	Buude
2	buußchen
2	buußchenne
2	buußßchenne
2	b¸wußßche
2	byet
2	Cana
2	Capernaum
2	Chrißt
2	Chrußtibe
2	chrußty
2	Cleophas
2	czedath
2	czedenaye
2	czeke
2	czeles
2	czellems
2	czellos
2	czellye
2	czelte
2	czen
2	czenyx
2	czerrey
2	czeßchat
2	czeßcho
2	czeßmems
2	czete
2	czetige
2	czettredeßmette
2	czetumme
2	czheles
2	Czilweke
2	czilwheke
2	Czilwhekes
2	Czilwheku
2	czirdam
2	czirdeeye
2	czirdenaißche
2	czirdetays
2	czirdeth
2	czirte
2	czittade
2	czittas
2	czittur
2	cziwes
2	cziwibes
2	cziwokle
2	Cziwoßchennes
2	czyrdey
2	czyth
2	czyxtey
2	dabbu
2	dabbuißßche
2	dabbuth
2	dabbuys
2	dallibe
2	darge
2	darrißchenne
2	darrite
2	darro
2	darryte
2	D‰rße
2	D‰rßis
2	daßßchada
2	Dauidz
2	debbeßße
2	Dels
2	denams
2	Denams
2	denißke
2	derram
2	Dewam{Dawam}
2	dhelam
2	dheweet
2	dhewet
2	dheweth
2	dheweye
2	dhot
2	dodtcz
2	doeuwis
2	domath
2	doudtcz
2	dˆuwite
2	drebims
2	Dreebe
2	dreebims
2	driße
2	droßchis
2	Droudtczibe
2	drouge
2	drougems
2	Droux
2	drußkas
2	dryßthey
2	duewepaddeßmettims
2	Dumpe
2	durwe
2	Durwis
2	Dwheßelles
2	edußßche
2	eeßße
2	egays
2	ehdußßche
2	ehßt
2	ekarotes
2	Elems
2	emeeßtcz
2	emheßtz
2	emo
2	enaidan
2	Enaidenekes
2	Enaidenex
2	Enaidibe
2	Enaydeneke
2	Enaydibe
2	enide
2	Eraddums
2	Eßaias
2	eßake
2	eßakumme
2	eße
2	Eßßerre
2	eßßhe
2	Eßtadißchenne
2	Eßtadyumme
2	ethe
2	Eticke
2	eyet
2	gabbalims
2	Gadayeth
2	Gadde
2	gaidam
2	gaide
2	gaidye
2	gallam
2	gan
2	ganna
2	Garrige
2	Garru
2	Gaßpaßßche
2	gayußßche
2	godibes
2	Gramatte
2	grehßes
2	gribbam
2	gribbe
2	gribbeete
2	gribbet
2	gribbete
2	Guddribe
2	gulleth
2	Gulte
2	guußtytcz
2	Hannas
2	Helle
2	Helles
2	Herodis
2	Hoßianna
2	ickwene
2	Jacob
2	Jckwenam
2	Jecke
2	Jericho
2	Johanne
2	Joßephs
2	Jow
2	Jﬂalcktes
2	Jßbaarßte
2	Jßczheßt
2	Jßedth
2	Jßgays
2	Jßkußßis
2	Jﬂmheßtcz
2	Jßßchim
2	Jßwaytczaya
2	Judeloudems
2	Judeloußcho
2	Judißke
2	Juuße
2	kaartan
2	Kada
2	Kalne
2	kalpems
2	kalpims
2	kalpoßchen
2	kapeetcz
2	kapetcz
2	k‰rdenaatz
2	karibe
2	Kariekalpe
2	karßtumme
2	k‰rte
2	k‰rthe
2	kattros
2	kaye
2	Keyßerre
2	kleepe
2	Kleepe
2	kopybe
2	koule
2	kounan
2	koune
2	koußße
2	kreyße
2	Kritte
2	krittis
2	Krone
2	krußtytz
2	krutis
2	kunge
2	kurle
2	kurwes
2	kuutre
2	labba
2	labbax
2	labbims
2	labprath
2	labpratyx
2	ladeth
2	lagadith
2	Laike
2	laipnibe
2	laiwe
2	laydeth
2	Laydeth
2	Laywes
2	Lazarus
2	ledtcz
2	ledtcze
2	ledtczeneke
2	ledtczeth
2	Ledtcziba
2	lelas
2	Leledene
2	Leloes
2	leloßchenne
2	lethems
2	lhedtcze
2	Lhenpratibe
2	lib
2	lickt
2	licktz
2	lidtczige
2	Linne
2	Loudims
2	Louke
2	Loune
2	lounibe
2	lounibes
2	luckßchenne
2	luckßchennes
2	luko
2	lukoye
2	lydtczibe
2	Lynne
2	lyxmis
2	lyxmoyet
2	macys
2	Maetcekles
2	Maetcetaye
2	maetczyt
2	malle
2	man~e
2	Manne
2	mannems
2	mannim
2	mannims
2	manteneke
2	mantibe
2	Mantibe
2	Mariam
2	maßßems
2	mathe
2	mayaßche
2	meckleißche
2	meckley
2	meckleyet
2	Medde
2	Meißters
2	Meitinge
2	mere
2	mers
2	meﬂa
2	Meßcho
2	Meßze
2	Mheneßße
2	mheßtcz
2	mheßys
2	milibe
2	miloy
2	modenaatcz
2	modige
2	modrige
2	Moße
2	Moßen
2	Mouczybe
2	m¸rris
2	m¸rronems
2	M¸rronims
2	m¸rrußßche
2	m¸rßt
2	muﬂims
2	mylees
2	Myleßtibe
2	myleth
2	myley
2	Nabbagems
2	Nabbax
2	Nacte
2	naks
2	Nammethurretais
2	Nammethurretaye
2	Nammims
2	n‰tcis
2	natcze
2	necka
2	Nee
2	neeczenige
2	neegir
2	neegrib
2	neeßße
2	neewar
2	neewenk‰rth
2	neﬂ
2	newenam
2	nhoßt
2	no{notims}
2	nodhotz
2	nodode
2	nodoeuwußßche
2	nodˆuwe
2	noey
2	nogay
2	nogreßche
2	nokouth
2	nokouwe
2	nokows
2	nolickt
2	nolickte
2	nomackte
2	Nome
2	nomodibe
2	nomuerris
2	nom¸rrußße
2	noßkummußßche
2	Noßkumßchenne
2	nothal
2	notickußße
2	notikas
2	oges
2	ola
2	Olye
2	Olyekalne
2	otran
2	paauxtena
2	pabeicktas
2	paddome
2	Paddome
2	Paggane
2	pallekam
2	pallidtczeis
2	pammeßßchen
2	pammeßßchenne
2	panneßt
2	paprate
2	Par
2	paradyas
2	parrade
2	Parradeth
2	parradyas
2	paﬂinne
2	paﬂißt
2	paﬂißtams
2	paﬂißth
2	paﬂleppen
2	paﬂluddenas
2	paﬂluddenays
2	paßßarge
2	paﬂuddis
2	p‰tcz
2	patczeßchenne
2	pateitcze
2	Patteitcze
2	patti
2	pawhel
2	pawheleis
2	pawheleßchenne
2	pawheleye
2	pawheleys
2	payßenate
2	PAtteße
2	peczimps
2	peluko
2	peminnam
2	peminneeßchenne
2	peminneßchenne
2	pepueldytcz
2	peßtis
2	peßtitaye
2	Peßtitaye
2	peßtite
2	petcz
2	pewile
2	pewilis
2	Pharißeerems
2	Pharißeers
2	Pilles
2	pirke
2	pirmaka
2	pirmako
2	Pirms
2	polgaye
2	praatcz
2	praate
2	praatz
2	prate
2	pratige
2	preczayas
2	prexßchan
2	prexßche
2	Prophetems
2	Prophetz
2	puelne
2	p¸lnibe
2	PY
2	pyrtczis
2	raddibes
2	raxtis
2	raxtyte
2	Raxtz
2	redßhetz
2	redtczeis
2	redtczete
2	redtczeys
2	redtczo
2	redtczyx
2	reedtcz
2	Roka
2	Rokams
2	roudaye
2	Rouga
2	Rouget
2	Runnas
2	runnaye
2	ﬂackam
2	ﬂackath
2	ﬂackrate
2	ﬂackraye
2	ﬂackrayeth
2	Sagglis
2	ﬂalde
2	Sales
2	Salome
2	Samaria
2	ﬂappraßchenne
2	ﬂappraßßchenne
2	ﬂappratte
2	ﬂapprattige
2	ﬂatcyt
2	ﬂatcytcz
2	ﬂatcyte
2	ßchos
2	ﬂedeye
2	ßeedamme
2	ßeede
2	ßeedeye
2	ßeedhet
2	ﬂeele
2	ﬂeeleßtibes
2	Selte
2	ßemmen
2	Semmeﬂogam
2	ßemmißke
2	ßemmoyan
2	ßemmoyas
2	ﬂemmoyas
2	Sewes
2	ﬂime
2	Simeon
2	ﬂinnat
2	ﬂinnate
2	ßinnath
2	ﬂinnaya
2	ﬂinne
2	ﬂirdes
2	ﬂißte
2	ﬂittenes
2	ßkaidre
2	ßkißte
2	ßkißtite
2	Skole
2	Slawe
2	ﬂlawey
2	ﬂnedtcze
2	Sobens
2	ﬂodibe
2	ﬂodite
2	ﬂoudtcze
2	ﬂouwams
2	ﬂouwo
2	ßpeetczibe
2	Speetczibe
2	ßpeetczyge
2	Speex
2	Spegel
2	ßtaigas
2	ßtaigath
2	ßtarpybe
2	ßtaweth
2	ßtawote
2	Staygath
2	ßtepe
2	ßtippraax
2	ßtippris
2	ßtipprumme
2	ßtunda
2	ﬂumpte
2	ﬂutite
2	ßwabbadde
2	Swabbadibe
2	Sweedenan
2	Sweeta
2	Sweetcz
2	ßweetibe
2	Sweetibe
2	ßweetige
2	ßweetke
2	Sydon
2	ﬂynnam
2	ßzaimoye
