V‚rdformu skaits:	1139
1	ßpeeßch
1	spr‰ddikia
1	ßpyd
1	ßtaigat
1	ßtaw‰t
1	sullaingiam
1	sunngiem
1	suutitaﬂ=gramataﬂ
1	swa‰ti
1	ßwaidi
1	sw‰r‰ßchanu
1	ßw‰rat
1	ßw‰r‰t
1	ßw‰riteeﬂ
1	swarkuﬂ
1	sw‰ßch‰neeks
1	sw‰tam
1	sw‰taﬂ
1	ßw‰tit
1	sw‰ttz‰
1	ßw‰tu
1	ßw‰tyat
1	ßw‰tyﬂ
1	ßw‰tz
1	sw‰tzi
1	ßweitzinat
1	taas
1	t‰‰wa
1	t‰‰ws
1	t‰‰wß
1	taawﬂ
1	tack
1	tadu
1	tai
1	taiﬂnem
1	taiﬂniba
1	taiﬂnoo
1	taiﬂya
1	t‰itz
1	taps
1	tapßet
1	taw
1	taw‰
1	tawas
1	taw‰ﬂ
1	t‰wi
1	t‰wißkam
1	tawuﬂ
1	teeßaﬂ
1	teeßateeﬂ
1	teeßu
1	tikkai
1	timoiheuﬂa
1	tirinaﬂ
1	titz‰damﬂ
1	titzam
1	titziba
1	titzibaﬂ
1	titziﬂ
1	titzu
1	toopi
1	topﬂ
1	towi
1	tˆwin‰
1	trakkam
1	trakkiba
1	trakku
1	trakﬂ
1	tr‰ßcheem
1	trump‰t‰t
1	tukßtoßcheem
1	tumßiaﬂ
1	turran‰ﬂ
1	turr‰ßchana
1	turr‰t
1	turr‰taieem
1	turri
1	tyraﬂ
1	tyru
1	tz‰llia
1	tz‰llioﬂ
1	tz‰rribu
1	tz‰ttorteem
1	tzauri
1	tzeeﬂ
1	tzilw‰kam
1	tzilwaki
1	tzilw‰ki
1	tzilwakim
1	tzilw‰kim
1	tzilw‰kﬂ
1	tzilw‰kuﬂ
1	tziußku
1	ud‰nﬂ
1	unu
1	uppureem
1	uﬂlikt
1	uﬂluukoiateeﬂ
1	uﬂwalkuﬂ
1	uuﬂeet
1	uuﬂtaitzya
1	uuﬂtz‰lta
1	vingi
1	vnn
1	waarti
1	w‰ddiﬂ
1	w‰gi
1	w‰gji
1	waiadßigu
1	waiaga
1	waigu
1	waiguﬂ
1	waiiaga
1	w‰l
1	wallodo
1	w‰lluﬂ
1	walßtibaﬂ
1	w‰ltj
1	w‰ltz
1	ward‰
1	wardam
1	wardus
1	w‰rp
1	warret
1	warri
1	warti
1	w‰ﬂ‰li
1	ween
1	weenteeßiga
1	weenteeßigi
1	wilki
1	wilßchana
1	wiltigi
1	wiltigu
1	wiltu
1	wingiai
1	wingiuﬂ
1	wingﬂ
1	wiﬂadu
1	wiﬂai
1	wiﬂam
1	wißßaﬂ
1	wiﬂuﬂ
1	witzaﬂ
1	wynogu
1	wyogaﬂ
1	z‰llia
1	z‰lliu
1	z‰plia
1	zaur
1	zeetuma
1	zilw‰ke~
1	zilw‰ki
1	zittadi
1	zittu
1	zukam
1	35
1	36
1	37
1	38
1	39
1	40
1	41
1	42
1	43
1	44
1	45
1	46
1	47
1	48
