V‚rdformu skaits:	16861
5	ßaiukﬂana
5	saßets
5	ßen
5	ßerga
5	sittens
5	ßkaißt
5	ßkren
5	ßkriwers
5	smalks
5	ßpaeks
5	ßpaeku
5	sturmis
5	szas
5	taewa
5	te^ße
5	tornis
5	traucins
5	tums
5	tykuﬂ
5	urdena
5	vden
5	waeligs
5	waeßt
5	wairak
5	wallia
5	wallia^
5	warigs
5	warﬂ
5	warta
5	we^n
5	wecca
5	wedu
5	wegle
5	weßt
5	wiltigs
5	winiam
5	wize
5	wys
5	zaelo
5	zaggus
5	zala
5	zarni
5	zelta¥
5	zobens
5	zwinde
4	accis
4	aeka
4	aezzis
4	aggre
4	aicena
4	aißto
4	akmen
4	alla
4	apkla
4	apnik
4	appal
4	apßaeta
4	apßlak
4	apßmeﬂana
4	as
4	aßßin
4	atkap
4	atpeßty
4	atpuﬂana
4	atßkirru
4	auguma
4	auka
4	aukßtak
4	aukßts
4	awwis
4	ayzdarru
4	baerni
4	baernu
4	baggat
4	ballia^
4	barribas
4	baznica
4	baznice
4	baznickungu
4	brakßteﬂana
4	braukt
4	burteklis
4	buwae
4	bykkers
4	byßße
4	ca^lis
4	cels
4	cepts
4	cete
4	cets
4	cilweks
4	cittam
4	da¥r
4	dae
4	daewe
4	daews
4	daewu
4	danie
4	danie^
4	darbneks
4	dargs
4	darriﬂana
4	dekkys
4	do^ba
4	draudzyba
4	droﬂyba
4	drudzis
4	dzels
4	dzelße
4	dzert
4	dzeßme
4	dzißle
4	dziwigs
4	e^ﬂana
4	ekaro
4	enaidyba
4	enaydibe
4	eßakums
4	etyt
4	fige
4	gaddig
4	gads
4	galdins
4	galdu
4	galle
4	gallo
4	galwas
4	galwu
4	garﬂ
4	gluden
4	glyﬂ
4	graecneks
4	grammatu
4	grut
4	gruta
4	gudders
4	gullet
4	gulliama
4	ik
4	jumprawa
4	juris
4	kaede
4	kaias
4	kallita
4	kalns
4	kappa
4	kariba
4	karo
4	kaßßeklis
4	kaudze
4	kaul
4	kaußa
4	kawaeias
4	kemme
4	klars
4	kloßter
4	kokles
4	kopa¥n
4	krampis
4	kraßna
4	krewe
4	kru^ma
4	kryta
4	krytu
4	kunßta
4	kurlis
4	kußtena
4	kutryba
4	labbiba
4	laen
4	laißka
4	laißke
4	lappa
4	lauka
4	laulyba
4	laupiﬂana
4	laupu
4	laxtigs
4	layßkiba
4	layzu
4	lecena
4	ledzu
4	leet
4	lels
4	letas
4	liaun
4	lidz
4	likt
4	lixmiba
4	loceklis
4	lukﬂana
4	lydzens
4	lymae
4	lyßt
4	mace
4	maele
4	maettu
4	maitaﬂana
4	maiz¥ae
4	maize
4	mangele
4	mantu
4	marßalks
4	mata
4	mayze
4	mazga
4	mazgs
4	me^ße
4	meita
4	melmene
4	mez
4	milig
4	minnami
4	modrigs
4	mucca
4	mußkatu
4	muttu
4	muzigs
4	mykla
4	mykßtums
4	myliba
4	mylta
4	nabags
4	naegaußiba
4	naekaunigs
4	naeßkißt
4	naeßta
4	naudu
4	nedra
4	neßßu
4	newa
4	noko
4	nomanny
4	noßtum
4	noweddu
4	pabryzams
4	padarrit
4	pameﬂana
4	pamettu
4	panna
4	paradu
4	pareyz
4	paßejemmas
4	paßleppen
4	patti
4	pe^c
4	peßakku
4	peßtitais
4	petrukßt
4	pillae
4	pirmak
4	pirßts
4	plats
4	plaukßtas
4	pra¥ts
4	precneks
4	protu
4	pulga
4	pulka
4	purwa
4	put
4	pyln
4	pylßa
4	pyne
4	rakßtama
4	rakßtu
4	reis
4	reyz
4	rokas
4	rucu
4	runnigs
4	runnu
4	ryks
4	ßaber
4	ßaet
4	ßaewa
4	ßakallie^
4	ßalydzena
4	ßarga
4	ßargs
4	sarkan
4	sarkana
4	ßedu
4	ßkade
4	ßkancis
4	ßkatty
4	skriwera
4	ßkubena
4	ßkyßt
4	ßlauku
4	slawa
4	ßmirde
4	ßnia^cu
4	ßods
4	ßoly
4	ßpalwe
4	ßpeßt
4	spydums
4	ßtarpa
4	ßtawu
4	ßtyprs
4	ßudze
4	sulla
4	ßulle
4	ßunny
4	ßuns
4	ßwecce
4	ßyrru
4	taißitais
4	tayßu
4	te
4	tes
4	torni
4	trauks
4	trauku
4	trekters
4	trys
4	tukﬂ
4	turras
4	tußkums
4	ugguni
4	ugun
4	uppe
4	vrdena
4	wadmala
4	waecce
4	waerßis
4	wais
4	wallian
4	walßt
4	walßtiba
4	wardems
4	wards
4	wardus
4	warraen
4	warridzan
4	watis
4	we^ta
4	weccums
4	weddu
4	weikl
4	weikls
4	wenadiba
4	wenas
4	wenu
4	weßßels
4	wetas
4	wete
4	wiltig
4	wins
4	wirs
4	wiz
4	wyddu
4	wyße
4	yz
4	zaelums
4	zaggata
4	zalwe
4	zegel
4	zemmen
4	zemmigs
4	zemmo
4	zinnam
4	zirgs
4	zobus
4	zwaixne
4	zyle
4	zynnam
4	zywe
3	a¥
3	a^da
3	ada
3	addata
3	addiklis
3	addot
3	aedais
3	aede
3	aellie^
3	aemu
3	aerﬂe
3	akka
3	akmens
3	akmin
3	akminems
3	akmini
3	allogs
3	alwa
3	amma
3	an
3	apgreﬂana
3	apkaitenaﬂana
3	apkla^ts
3	apley
3	apluko
3	appogs
3	aprunna
3	aptere
3	apwits
3	arrais
3	arßtae
3	art
3	aßßis
3	aßt
3	atdzißßena
3	atmakßatais
3	atpakkal
3	atpirkﬂana
3	atrauw
3	atrauwu
3	atßpirglo
3	atßpirgloﬂana
3	atßta
3	audekls
3	augle
3	auglums
3	augu
3	außims
3	ayzdar
3	ayzledzu
3	azis
3	baddu
3	baegu
3	baegullis
3	baeres
3	bakßtu
3	baznickunga
3	baznickungs
3	beg
3	berns
3	beza
3	bezdaewigs
3	bikkers
3	bilde
3	bißkopa
3	bißkops
3	bißße
3	blekkis
3	blukußis
3	bokßty
3	braekie
3	brakßtaeﬂana
3	bredis
3	breßmes
3	brinige
3	brinigs
3	brinums
3	brummae
3	brunie^
3	bu^da
3	bucca
3	budams
3	burtneks
3	burwis
3	buﬂana
3	buﬂen
3	but
3	caelms
3	caure^t
3	caurums
3	cellio^s
3	ceniﬂana
3	ceppu
3	ceßt
3	ceﬂu
3	cibba
3	cilta
3	cittade
3	cylta
3	cyrtums
3	cyrwis
3	czußka
3	da¥rru
3	daeg
3	daeggun
3	daegguns
3	daena
3	dally
3	dancis
3	darge
3	dariﬂana
3	darr
3	darryt
3	darwa
3	daudze
3	daudzu
3	dekkis
3	dewe
3	diz&z&en
3	do^t
3	doba
3	dodu
3	dot
3	drebes
3	drußka
3	durwis
3	dußmo
3	dwaeßel
3	dybbens
3	dywe
3	dyzzen
3	dzaen
3	dzilﬂ
3	dziwot
3	dziws
3	dzywo
3	eiukßt
3	eks
3	elaißt
3	emaerce
3	eprecaﬂana
3	eraddums
3	eradums
3	eraudziﬂana
3	eß
3	eﬂakrims
3	eﬂana¥
3	et
3	etinne
3	etyn
3	ga^da
3	gabbolu
3	gaddus
3	gailins
3	galds
3	gall
3	gannyba
3	gards
3	gaßpo^ﬂ
3	gayßums
3	gl
3	glaews
3	glaße
3	gludena
3	gludens
3	goda
3	godena
3	godiba
3	godyba
3	graeko
3	grawis
3	greiz
3	gridis
3	guddriba
3	gulle
3	gullu
3	gußtiﬂana
3	iaktaﬂana
3	ikßigs
3	ilgu
3	isjem
3	ißkapts
3	ißlae
3	ißlaet
3	ißpinet
3	ißpußt
3	ißßmaelt
3	ißtigs
3	jaie
3	jatneks
3	jauke
3	jaunekklis
3	jemﬂana
3	ka^ßis
3	kails
3	kaimins
3	kaja
3	kaklis
3	kaktigs
3	kalpo
3	kalpona
3	kamber
3	kapoßt
3	kardena
3	kareßtiba
3	kariowyru
3	karﬂ
3	karﬂi
3	karßts
3	kartis
3	karts
3	karyba
3	karybe
3	katru
3	kaunigs
3	kaußis
3	kauwﬂana
3	kawe
3	kaweklis
3	kaweﬂana
3	kegel
3	keßters
3	kla
3	kla¥t
3	klabbeks
3	klaias
3	klay
3	klußinam
3	kodens
3	koki
3	koklneks
3	kopa¥
3	kos
3	kra¥ßns
3	kra^
3	kraeßla
3	kraeßls
3	kraßn
3	kraukt
3	krene
3	krewabols
3	krittu
3	krumßlis
3	krußßa
3	krußts
3	krutu
3	kryßt
3	ku^le
3	kulßteklis
3	kunia
3	kurnae
3	kurrena
3	kurrens
3	kurwa
3	labbak
3	ladite
3	laene
3	laenpratigs
3	laete
3	laets
3	laiwu
3	lamma
3	laßßa
3	laßßyt
3	lattes
3	laupy
3	lauzas
3	lauzy
3	layka
3	laykigs
3	layßks
3	le^las
3	lecyba
3	lekas
3	lelas
3	lete
3	lets
3	lia^udz
3	lia^una
3	lia^uns
3	lia^unu
3	lia^uzu
3	liaudes
3	liaudus
3	liauns
3	lixmigs
3	lizda
3	loceklu
3	locy
3	lopus
3	lukturs
3	lydza
3	lydzis
3	lyka
3	lykﬂana
3	ma^ca
3	maceklis
3	maeddis
3	maems
3	maerdels
3	maeriba
3	maerigs
3	maerio
3	maers
3	maery
3	maks
3	malkas
3	mans
3	mantneks
3	manu
3	marcins
3	marmor
3	marmors
3	mas
3	maßes
3	maudy
3	mauka
3	maukas
3	mauwe
3	mazzak
3	mazze
3	mazzu
3	me^gs
3	me^n
3	me^ßigs
3	meite
3	mengae
3	meﬂen
3	mie^liu
3	min
3	mizze
3	muggur
3	mut
3	muyz
3	muyzneks
3	muzygs
3	myßße
3	na~mu
3	naecerrit
3	naegaußigs
3	naejauks
3	naekrißtits
3	naelayma
3	naelaymigs
3	naelußtigs
3	naemaißits
3	naenek
3	naenozedzigs
3	naes
3	naeßkißtums
3	naeßlawigs
3	naeticcigs
3	naeyzßtradats
3	naezyn
3	nakt
3	namu
3	naudas
3	ne#
3	neg
3	nenek
3	neweßßels
3	nikna
3	nobraukﬂana
3	nocaertu
3	nocirﬂana
3	nodekt
3	nodraz
3	nogany
3	noiem
3	nojem
3	nomettu
3	nomyrris
3	nopaelns
3	nopeln
3	nopelniums
3	noßkummis
3	noßtmeﬂana
3	notyrpßtu
3	nowaia
3	nowazoﬂana
3	nozedzis
3	nozegum
3	nykna
3	oterkart
3	pacelt
3	padaru
3	padeßmits
3	paerku^ns
3	pagalms
3	pagans
3	paiem
3	pakraeßlis
3	palaen
3	palayßts
3	palydze
3	pamaettu
3	pamaz
3	pameßts
3	papir
3	pappirs
3	paradneks
3	parads
3	pareiz
3	pareyza
3	parmettu
3	parßwaety
3	paßlaeppen
3	paßßakas
3	paﬂu
3	pawarnica
3	pazuddu
3	pebeigt
3	pebeygu
3	pekar
3	peluko
3	pelyp
3	pens
3	pepyldits
3	pepyldy
3	peryko
3	peßpeßt
3	peßtellie
3	peturru
3	pewilt
3	picka
3	pirm
3	pirms
3	plans
3	plattums
3	plicka
3	plikkys
3	plumpis
3	plundaerae
3	praeccae
3	praekﬂ
3	precce
3	precigs
3	prekﬂa
3	prekﬂazyme
3	pumpis
3	punnins
3	puppems
3	puppi
3	putis
3	py
3	pylßßaeta
3	ra^ms
3	raddi
3	raedzams
3	rakßta
3	rakßtitais
3	rakßty
3	rats
3	ratte
3	ratti
3	raudams
3	rawwe
3	re^kßts
3	redzu
3	reitneks
3	rekßts
3	remers
3	reßns
3	reßnuma
3	ritten
3	ro^bs
3	ro^ka
3	robis
3	roke
3	roz&ae
3	rozboineks
3	ru^cu
3	rubﬂ
3	ruce
3	ruceﬂana
3	rukﬂe
3	rukt
3	runnaﬂana
3	ry
3	rybaeﬂana
3	rykßta
3	ryta
3	s
3	ßaderre
3	ßae
3	saenis
3	ßaermulins
3	ßaetu
3	ßaiem
3	saimneks
3	ßajaucu
3	ßakalts
3	ßaknis
3	ßalapy
3	ßalds
3	ßalms
3	ßaly
3	ßaprattigs
3	ßarakßtu
3	ßarkans
3	ßauk
3	saules
3	ßaus
3	ßaußis
3	ﬂauw
3	sauwu
3	ßeptinie
3	ßergu
3	ßit
3	ßkaißts
3	ßkaldu
3	ßkan
3	ßkattiﬂana
3	skaudig
3	skaudigs
3	ßkißt
3	skißts
3	ßkre^n
3	ßkubbena
3	ßkubbenas
3	ßlawe
3	ßlawigs
3	sleiers
3	ßliapﬂ
3	ßluddena
3	ßludena
3	ßmalks
3	ßmarﬂ
3	ßmirduwyrs
3	snia^kﬂana
3	ßniakt
3	ﬂo
3	sodu
3	ßodu
3	ßody
3	ßpaecigs
3	spaeks
3	ßpaelet
3	ßpaidu
3	ßpainis
3	ßpalwems
3	ßpardy
3	ßpeks
3	ßpeku
3	ßpiga
3	ßpo^ﬂ
3	ßpre^d
3	ßpyga
3	ﬂtae
3	stalta
3	stalte
3	ßtalte
3	starp
3	ßtelle
3	stelles
3	stiprs
3	ßtolts
3	ßtubs
3	ßtum
3	ßtummu
3	ßtyppryba
3	ßul
3	ﬂuneks
3	sunu
3	ﬂupu
3	swaecce
3	swaeﬂ
3	swaeta
3	swaetu
3	ßwaks
3	sweﬂis
3	ßweßt
3	sweta
3	ßweta
3	sydraba
3	ßyrdigs
3	ßyßt
3	szurp
3	ta¥
3	ta¥s
3	taekkae
3	taekkulis
3	taißiﬂana
3	talak
3	taliak
3	taliums
3	tarpi
3	tarps
3	taukums
3	taure
3	te^ßu
3	tekke
3	teßa
3	teﬂams
3	teßigs
3	teßu
3	teyc
3	tikkuﬂ
3	toie^
3	trakkums
3	trops
3	trumet
3	truttes
3	tumßigs
3	turkie
3	turku
3	tuwaks
3	tyrs
3	udeni
3	uggunigs
3	uguni
3	urdu
3	ußko
3	uzeﬂana
3	uzjem
3	uzlek
3	uzniem
3	uzpuﬂu
3	vppe
3	wa¥kka¥r
3	wadzins
3	waeccuma
3	waeccums
3	waecs
3	waelce
3	waele
3	waeta
3	waetu
3	wakkars
3	waks
3	walditais
3	wallodas
3	walßtu
3	waridzan
3	warren
3	warrigs
3	warwae
3	waßßara
3	wate
3	way
3	waygs
3	waygu
3	wed
3	wegla
3	welce
3	weligs
3	wellae
3	welt
3	wene
3	wet
3	weykle
3	weykliba
3	weykls
3	wilna
3	winda
3	wine
3	wirßneks
3	wis
3	wißßur
3	wißtu
3	woznis
3	wyrßums
3	wyßßus
3	ys
3	yzdally
3	yzdomu
3	yzrunnaﬂana
3	yztappu
3	z&ale
3	zaeligs
3	zalwae
3	zars
3	zedu
3	zegers
3	zekkies
3	zelts
3	zemmig
3	zemnecigs
3	zobe
3	zwaerae
3	zwaere
3	zwaixna
3	zweris
3	zydas
3	zyls
3	zym
3	zyrg
3	zyrge
3	zyza
3	2
2	a¥ccus
2	a¥matu
2	a¥pgrezu
2	abbe
2	abber
2	abbes
2	abbrunio^t
2	abdawana
2	abdo^ma
2	abdoma
2	abdomig
2	abdomu
2	abga^da
2	abkart
2	abo^ls
2	abolu
2	abrakßtiﬂana
2	abßlawenats
2	acces
2	acci
2	accimirkls
2	accu
2	accus
2	additais
2	addo^mu
2	addomu
2	addoﬂana
2	aedigs
2	aedu
2	aeku
2	aelka
2	aelkons
2	aelpe
2	aewergewigs
2	aezzers
2	agges
2	aiß
2	aißcertu
2	akkminems
2	akly
2	akminigs
2	akminiu
2	akylis
2	akys
2	algneks
2	algs
2	algu
2	allazin
2	allo^gs
2	altars
2	alu
2	amadu
2	andaelae
2	andels
2	andelu
2	antwort
2	ap
2	apaedanama
2	apauwﬂi
2	apburts
2	apcirtu
2	apdrazae
2	apgadaﬂana
2	apgaißmo
2	apgrauz&
2	apkaitena
2	apkakkla
2	apkauw
2	apkla^
2	apkrimßt
2	aplukoﬂana
2	apmainy
2	apmaldu
2	apmelloﬂana
2	apmircis
2	apmirßtu
2	apmyrris
2	apnikas
2	apnikku
2	apnyk
2	appakﬂa
2	applats
2	applum
2	aprakka
2	apßaedu
2	apßkaidro
2	apßkaißtos
2	apßkatty
2	apßkauw
2	apßlacena
2	apßlawena
2	apßmaere
2	apßmaeret
2	apßudits
2	apßudzeﬂana
2	apßudzetays
2	apßwaidu
2	apßwaydits
2	apßwaydu
2	aptaeraﬂana
2	aptaißu
2	apterpts
2	aptucis
2	apturru
2	apwalia
2	ar{arko}
2	arcneka
2	arkl
2	arkla
2	arko
2	armen
2	arre
2	artin
2	aßmins
2	aßminu
2	aßßaras
2	aßßegals
2	aßsin
2	aßßinrads
2	aßtondeßmit
2	aßtonie^
2	aßtr
2	atbildetais
2	atbyd
2	atdallu
2	atdzias
2	atkapﬂana
2	atlabena
2	atlayzu
2	atmakﬂana
2	atmettu
2	atpa¥kkal
2	atpeßtiﬂana
2	atputigs
2	atßauku
2	atßkan
2	atßkir
2	atßkyr
2	atßprakli
2	atßtawe
2	atßtippreﬂana
2	attraßt
2	atwaele
2	atwaelku
2	atwaerts
2	atwedu
2	atwelku
2	atzißtu
2	audaekls
2	audakls
2	audze
2	aug
2	auglig
2	auklins
2	aukßta
2	aukßtaks
2	aukt
2	auns
2	aunu
2	außt
2	awekﬂenes
2	ayßkarru
2	ayßkawaets
2	ayßkawets
2	ayßledzu
2	ayzdambe
2	ayzdarrits
2	ayziem
2	ayzkawas
2	ayzkawe
2	ayzkla^
2	ayzlekﬂana
2	ba¥rigs
2	ba¥rriba¥
2	ba^ßt
2	badde
2	badu
2	baedaias
2	baede
2	baedes
2	baenings
2	baerigs
2	baerre
2	bagats
2	baggatyba
2	bailigs
2	barda
2	bargo
2	bario
2	barriba
2	barribe
2	barßyba
2	baßßis
2	baudu
2	baudy
2	baußle
2	baylas
2	baznickunge
2	be^ze
2	be^zums
2	beddre
2	bedeklis
2	bedena
2	bekker
2	bekkera
2	bekkers
2	bendam
2	benkys
2	ber
2	berice
2	bet
2	bez&e
2	beze
2	bezepe^ns
2	bezum
2	bezums
2	bißken
2	bißko^pe
2	bixes
2	bizzaeﬂana
2	blaﬂka
2	blaßkits
2	bledis
2	bliaenae
2	blienu
2	blukys
2	bo^da
2	bradda
2	brakﬂeﬂana
2	braßls
2	braukﬂana
2	breßmums
2	breßmus
2	brokaßt
2	brunie
2	brutae
2	brydy
2	bu^s
2	budawa
2	bullis
2	bungas
2	bus
2	byde
2	bykers
2	byßtas
2	caekulis
2	caelens
2	caeliu
2	caetrdeßmits
2	calini
2	calis
2	caurs
2	caurume
2	caurumu
2	caururbt
2	cekurs
2	cellia
2	cellie^
2	celliﬂ
2	celliu
2	cenigs
2	cenit
2	ceny
2	ceplis
2	ceppets
2	cepta
2	cerrae
2	cerret
2	cerru
2	cetum
2	cetums
2	cetumu
2	cetyba
2	chrißta
2	cilwacins
2	cirmels
2	cirwis
2	cirwits
2	citr
2	cittems
2	cittenade
2	citti
2	cu^ka
2	cuku
2	cygis
2	cyk
2	cykßte
2	cykßteﬂana
2	cylwaeka
2	cyttadu
2	czakßtaeﬂana
2	czetrems
2	czlaks
2	da^rgs
2	dabba
2	dabbut
2	dabut
2	dae^mo
2	daegglains
2	daekkis
2	daelins
2	daelwaere
2	daelwaeris
2	daewebygs
2	daewibe
2	daewigs
2	dags
2	daktis
2	dallia^
2	dambis
2	danco
2	darbneki
2	darbus
2	darg
2	darga
2	dargak
2	dargums
2	daritais
2	dariums
2	darra
2	darza
2	darzaelu
2	darze
2	de^ßgan
2	debbes
2	deggun
2	degguns
2	degu
2	dena¥
2	deni
2	denu
2	derre
2	derriba
2	derrigs
2	dewa
2	dewa¥
2	dewin
2	dewu
2	dibben
2	diwems
2	diz¥z¥ens
2	dizzen
2	do^m
2	do^ma
2	do^ms
2	dots
2	dra¥udzigs
2	dra^zu
2	draebbae
2	draudzigs
2	drebbin
2	drebu
2	dreiets
2	droﬂas
2	droﬂig
2	droﬂu
2	droﬂums
2	drußku
2	druwa
2	dryßtet
2	dukﬂa
2	dukﬂi
2	dumi
2	dumpis
2	dumu
2	dunie
2	dunie^
2	durrums
2	durwe
2	durwems
2	duﬂa
2	dußmigs
2	dußmyba
2	dwyni
2	dyki
2	dykis
2	dyzzens
2	dzaert
2	dzegus
2	dzeltans
2	dzelzis
2	dzer
2	dzimt
2	dzirdu
2	dzirneklis
2	dzißls
2	dzißße
2	dzißßena
2	dziwoﬂana
2	dziwu
2	dzyßle
2	dzyßt
2	dzywu
2	e^du
2	e^mo
2	e^ßka
2	ea^lae
2	ea^le
2	ebaz
2	ebruku
2	ecaertu
2	ecertu
2	ecirßts
2	ecyrßt
2	edeﬂen
2	edzeﬂana
2	egalwa
2	eggle
2	egreßt
2	eiucis
2	eja
2	ejemﬂana
2	ejucenaﬂana
2	ejucenat
2	ejucis
2	ekaroﬂana
2	ekﬂa
2	ekﬂam
2	eku
2	ela^ps
2	elauz¥u
2	elauzas
2	eledu
2	elide
2	elißt
2	elka
2	emaercae
2	emaeßla
2	emaukt
2	emettu
2	emo
2	enacis
2	enaidnek
2	enaﬂi
2	engels
2	enges
2	enyde
2	epoßtiﬂana
2	eraddis
2	erakßty
2	eraßt
2	eraugu
2	ergle
2	ero^cis
2	ero^d
2	eﬂ
2	es{et}
2	eﬂa
2	eßak
2	eßittu
2	eßna
2	eßpeßt
2	eßtadiu
2	eßtadyt
2	ewaino
2	eweßt
2	ey
2	ezelits
2	ezels
2	ezimoﬂena
2	gabbolems
2	gabbolins
2	gaddyba
2	gadu
2	gaißis
2	gal
2	galde
2	galligs
2	gallins
2	gallods
2	galwae
2	galwina
2	gangis
2	ganiums
2	ganny
2	gardums
2	garia
2	garroza
2	gaßpoﬂ
2	gattauws
2	gattaws
2	gauze
2	gawaenis
2	gayßis
2	gelboﬂana
2	ginne
2	gla^ßy
2	glabo
2	glas
2	glauditais
2	glaudy
2	glemes
2	glodena
2	gludden
2	gluddena
2	glunae
2	gnydes
2	go^ws
2	goddigs
2	godena¥
2	godibe
2	godige
2	godit
2	godz
2	gra^waeris
2	graedzins
2	graekus
2	graens
2	gramat
2	grammati
2	graudins
2	grawers
