V‚rdformu skaits:	4200
5	mu^z&igu
5	muz&ig
5	muz&igas
5	naca
5	nammu
5	newenu
5	nomirris
5	notek
5	nozegumu
5	nv
5	pallek
5	pameßti
5	pamet
5	paßßarga
5	pedzimmus
5	pedzimﬂena
5	pemin
5	peßtiﬂen
5	ßaiußt
5	ßalda
5	ßaldas
5	ßapems
5	ßapes
5	ßauwas
5	ßkißtas
5	ßpaeks
5	ßpida
5	ßpidumu
5	ßtaigat
5	tappa
5	tes
5	triadiba¥
5	tukßtoﬂus
5	turraet
5	waed
5	waeßßel
5	waeßt
5	wallia
5	wardems
5	wardus
5	wenam
5	wiltiba
5	z&aeleßtibas
5	zin
4	a¥llaz&
4	a¥ukßtu
4	aede
4	allaz&
4	auglu
4	auwots
4	balßt
4	besdewigi
4	bißtas
4	breßmiga
4	byis
4	celliu
4	celﬂ
4	cerriba
4	cet
4	cilwaeciba
4	cilwaekam
4	cilwaeko
4	cilweks
4	cittems
4	dargas
4	dawanas
4	dena¥
4	denas
4	dibben
4	draugems
4	drißt
4	durwi
4	dzed
4	dzeßma
4	dziwiba
4	dziwoia
4	dziwoﬂanas
4	erﬂems
4	eßßam
4	galwa
4	gannems
4	ganni
4	gribbaedams
4	gribbaeia
4	gullaeia
4	iuris
4	iz
4	ja¥
4	ka¥s
4	kaeningam
4	kaias
4	kalpo
4	kariba
4	kattrems
4	klaias
4	krutems
4	kungam
4	labba
4	labbus
4	laycigi
4	liauz&
4	ligo
4	lixmiba
4	lixmigi
4	ludzu
4	ma¥n
4	maceklems
4	maiz
4	maiza
4	mallu
4	manni
4	mas
4	milia
4	miliems
4	miligu
4	miliu
4	milot
4	mitteﬂan
4	mußems
4	myrre
4	neßsis
4	noßkirt
4	notikt
4	otru
4	paddomu
4	palaißt
4	pateikt
4	patteiciba¥
4	pazudduﬂi
4	pazußt
4	pedzimﬂana¥
4	pelnyis
4	peßtitaiu
4	pirms
4	pra¥ts
4	pra¥tu
4	prats
4	precigu
4	proiam
4	pyls
4	raddiba
4	raedzaeia
4	ro^ka
4	rukta
4	runna
4	ßani
4	seuw
4	ßillit
4	ßkaißt
4	ßkißta¥
4	ßlawena
4	ßmeklu
4	ßodit
4	ßogis
4	swaetay
4	swaetus
4	tadu
4	teicam
4	tek
4	trims
4	turrens
4	tycciba¥
4	tyk
4	vdeni
4	vn
4	vziem
4	vzwarraeis
4	waeßte
4	walloda
4	walßtiba¥
4	warram
4	wegla¥
4	welt
4	wenigs
4	wetu
4	wyrs
4	wyßßo
4	z&ael
4	z&aeliga
4	z&aeloia
4	z&eligs
4	zaeligs
4	zinnams
4	zulﬂ
4	zwaixna
3	a¥bz&aeloias
3	a¥ißto
3	a¥ppakﬂ
3	a¥tzißtam
3	abdoma
3	abdomam
3	abdomat
3	abz&aelot
3	apkart
3	appakﬂ
3	apraudat
3	apßmeklu
3	aridzan
3	atgaia
3	atnaca¥
3	atnacis
3	atzit
3	außems
3	ayzßkart
3	baddu
3	bads
3	baedus
3	baerningi
3	baernins
3	baggatiba
3	baggatu
3	balxna
3	boiam
3	buﬂan
3	cek
3	celﬂan
3	cenigs
3	cenigu
3	ceﬂam
3	cilwaeka¥
3	cilwaekems
3	cittu
3	dabbuißßem
3	darris
3	daudz
3	dawanems
3	dawanu
3	dawida
3	dels
3	delu
3	dewiba¥
3	dos
3	dota
3	draudza
3	dweßelles
3	dzert
3	eiems
3	elikts
3	engelo
3	engelus
3	eprecen
3	eprecena
3	eßaks
3	eßam
3	eßßem
3	gabriel
3	gaia
3	gaißma
3	gaißum
3	gaißums
3	galdu
3	gaßpoz&e
3	gauz&e
3	god
3	godena
3	godenat
3	godibas
3	graecneks
3	grekems
3	gruta¥
3	gruti
3	herodes
3	iaerin
3	iaerins
3	iauka¥
3	iem
3	iesv
3	ik
3	ißtenu
3	iuri
3	joannes
3	jumprauwa¥
3	ka¥du
3	kalpus
3	kalßt
3	kapaec
3	kappa¥
3	kariu
3	kauna
3	kla^t
3	kliußt
3	krißtita
3	krußts
3	krytam
3	kunga
3	kurﬂ
3	labbak
3	labbems
3	laidaet
3	lapprat
3	laupu
3	lazaru
3	le^la¥
3	leia
3	ma^tes
3	magdalena
3	maizas
3	mannus
3	me`ßa
3	mirßt
3	mitteﬂana
3	mo^kems
3	mu^z&am
3	mu^z&igs
3	muz&igi
3	na¥ca
3	na¥ka
3	nac
3	naes
3	naig
3	naktis
3	nazareth
3	nelaim
3	nelaima
3	nepattes
3	netaißniba
3	newarraeia
3	niknems
3	nokauwt
3	nomir
3	nomirdams
3	noßkummas
3	nozegumi
3	pallidzaet
3	pallikt
3	patteßu
3	pattim
3	pedzimma
3	pedzimmußa
3	pedzimﬂen
3	pedzimﬂena¥
3	pedzimtam
3	pelnis
3	peminnet
3	pepeﬂ
3	pepildi
3	pepildita
3	peßtiﬂana
3	peßtiﬂena
3	peßtit
3	pilato
3	pilli
3	pilna¥
3	pirmo
3	pra¥t
3	prata
3	raddiba¥
3	raedzam
3	raudaﬂana
3	redzet
3	rikßtems
3	roka¥
3	rokems
3	roku
3	ruktu
3	saccia¥
3	sakrament
3	ßaldiba
3	ßaldums
3	ßargat
3	ßaucam
3	saula
3	ßauw
3	ﬂems
3	sewa
3	ßilles
3	ßilli
3	ßkaißts
3	ßkiepu
3	ßkinkios
3	ßkißt
3	ßkißtiba
3	ßkißtu
3	ßlawaet
3	ßlawenat
3	ßluddenaia
3	ßpid
3	ßpide
3	ßtab
3	ßtawa
3	ßteidzas
3	ßtippriba
3	ßtum
3	sumnat
3	ßur
3	ßutia
3	ßutits
3	ßutu
3	ßwaet
3	swaeti
3	sza
3	szoden
3	ta¥uwu
3	ta^da
3	tada
3	taewazem
3	taggadin
3	tauto
3	tews
3	teyc
3	treﬂa
3	tukßtoﬂ
3	tumßu
3	turraeia
3	tyccaet
3	vdens
3	vnde
3	wa¥rdu
3	wa^rds
3	waddotais
3	waelnam
3	waelnems
3	waiag
3	waiems
3	waina
3	warraeia
3	warraen
3	weddis
3	weßper
3	weßßeliba¥
3	winias
3	wynu
3	wyßßur
3	wyßßuwaldigs
3	yzet
3	yzlaeis
3	z&aeligu
3	z&eleßtiba¥
3	zem
3	zinnam
3	zuddis
3	2
3	70
2	a¥bbems
2	a¥ccimirkla
2	a¥praudadami
2	a¥ßsins
2	a¥tpircis
2	a¥utims
2	a`r
2	ab
2	abgaißmo
2	abraham
2	addod
2	aeßt
2	aezellits
2	alkßt
2	apleccena
2	apmekklaet
2	apoßtolus
2	appakﬂan
2	apraudaia
2	apraudz
2	apßlaccits
2	apterpias
2	apwaidat
2	aßßarams
2	aßßaras
2	atlaid
2	atmakßaﬂana
2	atnakußa
2	atnes
2	atßtais
2	atßtaiuﬂi
2	attei
2	attraßts
2	atwer
2	atzinna
2	aukßta
2	aukßtais
2	autems
2	ayzbildetais
2	ayzmirßt
2	baede
2	baediga
2	baernus
2	balxna¥
2	balxnu
2	bario
2	barßibas
2	baußlibas
2	baußlibes
2	baznicas
2	bedems
2	bedena¥
2	bendems
2	berni
2	bernings
2	besdewigems
2	besdewigo
2	besdewigus
2	beßspeciba
2	braece
2	breßme
2	breßmes
2	breßmig
2	breßmiga¥
2	breßmigu
2	briniga¥
2	brunnio
2	brydi
2	budams
2	butam
2	byam
2	ca¥ur
2	caurdur
2	caurduru
2	cellius
2	celﬂana
2	celßes
2	ceni
2	cenigi
2	cenit
2	ceﬂana¥
2	ceßt
2	cik
2	cilwaeki
2	cilwekam
2	cilweki
2	cilweku
2	cittada¥
2	citti
2	cittus
2	cyk
2	dabbu
2	dabbuiam
2	dabbuis
2	daedzin
2	daeg
2	daegt
2	daela¥
2	daelin
2	darbi
2	darbu
2	darr
2	daudzu
2	dawanams
2	dawids
2	debbeßsis
2	deni
2	denu
2	denus
2	dewiba
2	dewißku
2	dewwinie
2	do^dam
2	domams
2	domaﬂana
2	dots
2	draebems
2	draudziba¥
2	draudzu
2	drebe
2	droﬂiba
2	durwis
2	dußaeﬂan
2	dußmibas
2	dußmo
2	dußßaet
2	dußßeﬂana
2	dußßeﬂen
2	dwaeßelit
2	dwaeßelli
2	dzaeren
2	dzedaia
2	dzedaﬂana
2	dzennas
2	dzerdenaia
2	dzilliems
2	dzird
2	dzirdaeta
2	dziwoiam
2	dziwoﬂen
2	dziws
2	egaia
2	eiaem
2	eiem
2	eima
2	elems
2	enaidnekems
2	engel
2	eprecataia
2	eprecataiu
2	eprecenas
2	eprecenaﬂen
2	erakßtiti
2	erﬂe
2	eßakt
2	eßßeti
2	euas
2	ey
2	eyta
2	gadat
2	gaia¥
2	gaidia
2	gaidiuﬂi
2	galilaeam
2	gals
2	galwa¥
2	garra
2	garrigu
2	godenata¥
2	godig
2	graecneko
2	graeko
2	gramata¥
2	grauz&
2	grutak
2	grutems
2	gruts
2	grutus
2	guddriba
2	gulles
2	gußtits
2	ia¥u
2	iauku
2	iauns
2	iemt
2	iesus
2	ikßa
2	ikwens
2	ißrael
2	ißßacit
2	ißßamißeﬂan
2	ißßutia
2	ißtena
2	iurs
2	iußo
2	izlaeis
2	jauna
2	jeb
2	jem
2	jodems
2	juda
2	jumprauwams
2	jumprawa
2	jumprawa¥
2	jumprawas
2	ka¥d
2	ka¥das
2	kaeninga¥
2	kaeningems
2	kaiems
2	kalps
2	kalpuna
2	kapa¥
2	karibas
2	karogi
2	karra
2	karßta
2	karßts
2	kattrai
2	kattram
2	kauns
2	keningu
2	kiaezi
2	klanias
2	klaußait
2	klußsina
2	koke
2	kraßna
2	kraßns
2	krattidami
2	krißt
2	krißtita¥
2	krußtas
2	kryt
2	kurrens
2	labs
2	laeniba¥
2	lagadiba
2	laimig
2	laimigs
2	layka
2	laykems
2	laykos
2	le^la
2	lek
2	leldenas
2	lelus
2	liaudis
2	liaundarritais
2	liauns
2	liauz&o
2	liauz&u
2	lixma
2	lixmas
2	lixmibas
2	lixmiga
2	loci
2	ludza
2	ludzaet
2	ludze
2	ludzet
2	lugﬂana¥
2	lugﬂen
2	lydzens
2	maca
2	maciba
2	maciba¥
2	maela
2	maeri
2	maeris
2	maeru
2	maeta
2	maitat
2	mannis
2	mantu
2	marias
2	mates
2	mazga
2	mazza
2	mazzu
2	me^ru
2	mekklaeia
2	mekklaita
2	mekklam
2	meßi
2	mileßirdiba
2	mileßirdibas
2	mileßtiba
2	miligems
2	milos
2	mirrones
2	mitteﬂen
2	mo^ka¥s
2	mocenas
2	moka¥
2	mu^z&iga
2	muiz&a
2	mum
2	muri
2	muz&ibas
2	myrrae
2	na¥ks
2	na¥kt
2	na¥wes
2	na^cis
2	na^we
2	nabbagam
2	nabbagu
2	naeßt
2	naku
2	nams
2	negrib
2	nekaunig
2	nelaimiga
2	nelaimiga¥
2	nenozedzigs
2	nepatteße
2	neßße
2	netaißnems
2	netaißniba¥
2	netikkla
2	newaeßßeliba¥
2	newena
2	newena¥
2	nez&aelig
2	nezin
2	nezinnat
2	niknu
2	nodewwe
2	noganits
2	noiemt
2	nomazga
2	nomazgati
2	nomirs
2	nopuﬂas
2	nowaer
2	nozegumus
2	pacet
2	paddo^mu
2	paddoms
2	paedais
2	pagalmas
2	paglabbo
2	paklaus
2	paklaußa
2	palaid
2	pallec
2	pallik
2	palliks
2	pallikußa
2	pameﬂan
2	pameﬂana
2	panes
2	parada
2	paradias
2	paradnekus
2	paret
2	pareyz
2	parßtawes
2	parßwaeti
2	paßargat
2	paßßaula
2	paßßaula¥
2	paßßaule
2	paßtarra¥
2	paßtarru
2	pawaelaeia
2	pec
2	pedzimis
2	pedzimﬂana
2	pedzirdena
2	peiem
2	pelniuﬂi
2	peludz
2	peludzam
2	penagglaets
2	pepildina
2	perßonems
2	perßones
2	peßitti
2	peßtyis
2	pirma
2	pirma¥
2	pra^tu
2	prat
2	pre^ciba
2	pre^ku
2	precig
2	preciga¥
2	precigs
2	prophetems
2	pus
2	pylli
2	raddems
2	raddiﬂ
2	raddyis
2	radyis
2	raedz
2	raedzaeis
2	raedzet
2	rais
2	rakßti
2	raudaia
2	rukﬂu
2	rukta¥
2	runnat
2	ryta
2	ﬂa¥
2	ßaccyis
2	ßadaedzis
2	ßadziwot
2	ßaedes
2	ßagaidit
2	ßaitas
2	ßaitems
2	sak
2	ßalauzis
2	saldas
2	ßaldigs
2	ßalydzena
2	ßalydzenais
2	ßamaitais
2	ßanis
2	sarga¥
2	ßarga¥
2	ßargas
2	ßarkans
2	ßaul
2	saule
2	ßenu
2	ßeptinius
2	seßta¥
2	ßewems
2	ßillyte
2	ﬂim
2	ßirdes
2	ßirdisdibben
2	ßkaidra
2	ßkaidra¥
2	ßkaißta¥
2	ßkan
2	ßkanniga
2	ßkiaepu
2	ßkinkio
2	ßkinkois
2	ßkirras
2	ßlapka¥uws
2	ßlawaeiam
2	ßlawens
2	ßlawes
2	ßlawiga
2	ßleppenu
2	ßmadet
2	ßmird
2	ßmirdin
2	ßodiba
2	ßoditais
2	ßparnems
2	ßpeks
2	ßpeku
2	ßpidaet
2	ßtaiga
2	ßtaigam
2	ßtarpa
2	ßtaw
2	stawa
2	ßtawaeia
2	ßtawaes
2	ßtawe
2	ßtippra¥
2	ßtippru
2	ßtipprumu
2	ßtunda&
2	ßtundas
2	ßwabbadat
2	ßwabbads
2	ßwabbadyis
2	swaeden
2	swaeta¥
2	swaetas
2	ßwaetas
2	ßwaetit
2	ßwaets
2	ßwaetyis
2	ßweta¥
2	sza¥
2	szae
2	ta¥d
2	ta¥da¥
2	ta&
2	taeccaeia
2	taek
2	taewa¥
2	taewus
2	taißnis
2	tapec
2	tappam
2	tapti
2	tarpems
2	teic
2	teßa
2	teuws
2	tew
2	to^p
2	treﬂa¥
2	tukßtoﬂkart
2	tumßiba¥
2	turraes
2	turres
2	tuwakam
2	tuwaku
2	tyccigus
2	tyr
2	ugguns
2	uzupprets
2	vggunems
2	vgguns
2	vppaeraeia
2	vppers
2	vppurs
2	vzceles
2	wa¥rds
2	wa^rdems
2	wa^rdu
2	waec
2	waelna
2	waerßits
2	waeßßeliba
2	waiadzibas
2	waina¥
2	wairomas
2	waiumu
2	wakkara
2	warru
2	wartus
2	waßßar
2	way
2	waygs
2	waygy
2	wegla
2	weglak
2	wegli
2	weniga
2	weßts
2	winnia
2	wißßa
2	wyßßadas
2	wyßßaßk
2	wyßßy
2	yzbaegt
2	yzedams
2	yzgaia
2	yzleﬂana
2	yzlet
2	yzpeßtit
2	yzpeßtits
2	yzpeßtyis
2	yzredzetems
2	yzßkraeia
2	z&aeleßtibu
2	z&aelig
2	z&aeloiam
2	z&aelos
2	z&eliga¥
2	z&elo
2	zael
2	zakt
2	zale
2	zemaßßwaetku
2	zemaßwaetku
2	zemma
2	zemmiga
2	zibbeni
2	zinnat
2	zult
2	zwaixne
2	zwaixnes
2	zwaixni
2	zymems
2	102
2	106
2	134
2	23
2	29
2	3
2	34
2	4
2	5
2	6
2	73
2	76
2	82
2	96
1	_{me}
1	a
1	a¥bbeßts
1	a¥bdewuﬂ
1	a¥bdewwuﬂ
1	a¥bdewwuﬂi
1	a¥bdoma
1	a¥bgaißmo
1	a¥bz&aelo
1	a¥bz&aelotes
1	a¥ccems
1	a¥cces
1	a¥ccimirklu
1	a¥ddzißßenat
1	a¥icena
1	a¥icena¥s
1	a¥kmini
1	a¥kminni
1	a¥lgu
1	a¥llaz&in
1	a¥pgrimt
1	a¥pgrutenat
1	a¥pgrutenata¥
1	a¥pkaitenaius
1	a¥pkart
1	a¥plukot
1	a¥pmedida¥mi
1	a¥prakts
1	a¥praudama
1	a¥praudoia¥
1	a¥pslaeps
1	a¥pßlykt
1	a¥pßmaeiuﬂi
1	a¥pßmeia¥
1	a¥pßmeklu
1	a¥pßmets
1	a¥pßpliaudits
1	a¥pßudzaets
1	a¥pßudzets
1	a¥pßwaidyi
1	a¥pterpias
1	a¥ptits
1	a¥ptumßot
1	a¥ßßenis
1	a¥tbildaeia¥
1	a¥tbildaeﬂu
1	a¥tbildaet
1	a¥tgreßtes
1	a¥tlikka¥
1	a¥tmakßa
1	a¥tmakßaﬂan
1	a¥tmakßats
1	a¥tnaks
1	a¥tneßße
1	a¥tpirkﬂana¥
1	a¥traißits
1	a¥traßt
1	a¥trawis
1	a¥tßaka&
1	a¥tßpirgloﬂen
1	a¥tßpirkßes
1	a¥tßta¥
1	a¥tßtadams
1	a¥tßtaia
1	a¥tßtaias
1	a¥tßtais
1	a¥tßtawaet
1	a¥tßutits
1	a¥ttei
1	a¥ttra¥dda¥
1	a¥ttradda
1	a¥ttraddas
1	a¥twaeras
1	a¥twaeris
1	a¥twaert
1	a¥twegloﬂen{a¥tweglo (ﬂen}
1	a¥twer
1	a¥tzinna
1	a¥tzißtam{a¥tzi (ßtam}
1	a¥ugliga
1	a¥uglu
1	a¥uka¥
1	a¥ukßtais
1	a¥ukﬂu
1	a¥urneki
1	a¥ußims
1	a¥utinims
1	a¥yzbildaet
1	a¥yzbildetaia
1	a¥yzbildetaiu
1	a¥yzgraba¥
1	a¥yzmigﬂen
1	a¥yzmirßis
1	a¥yzßkarﬂana¥
1	a`pterpta¥
1	a&bdomat{a&b (domaat}
1	a&ccems
1	a&llaz&
1	a&tgrez&as
1	abbem
1	abbeßti
1	abbrunniotaia
1	abbus
1	abdawana
1	abdomaias
1	abdomas
1	abgadas
1	abganiuﬂi
1	abgaßti
1	abgodena
1	abgreziﬂana
1	abol
1	abraha¥m
1	abrahams
1	abßolom
1	abz&aelois
1	abz&aelotes
1	abz&elo
1	accems
1	acces
1	accimirkla
1	accimirkls
1	accims
1	accis
1	addodaita
1	addodam
1	addoßem
1	aedis
1	aeßellits
1	aezellit
1	aicena
1	aizmirﬂus
1	aiztikka
1	akka
1	akklems
1	akminni
1	alexandra
1	algu
1	all{al}
1	alleluia¥
1	alleluia{uia}
1	altari
1	anna
1	annas
1	apdoma
1	apdomat
1	apdußmoias
1	apgadaet
1	apgadat
1	apgrab
1	apgußtiti
1	apkaitanaiuﬂi
1	apkario
1	apkaunot
1	apkauwt
1	apkauwtos
1	apkauwtus
1	apkroniﬂena¥
1	apmaedidami
1	apnikka¥
1	apnikﬂana
1	apoßtolems
1	apoßtoli
1	aprakta¥
1	aprauda
1	apraudziﬂana
1	apﬂauﬂana
1	apßkaidros
1	apßkaudams
1	apßlak
1	apßlawena
1	apßlepts
1	apßmekla
1	apßmeﬂan
1	apßmets
1	apßmurrena{apßmurre (na}
1	apßpidumu
1	apßudzaets
1	apßudzes
1	apßudzet
1	apte
1	apterpe
1	apterpts
1	aptits
1	aptumßot
1	aptwer
1	apwaidaet
1	apwilki
1	apwilkts
1	apwits{ap (wits}
1	ara
1	aridzab
1	arßt
1	as
1	aßßara
1	aßßarras
1	aßßems
1	aßßeras
1	atbildaeia¥
1	atbildes
1	ateiat
1	ates
1	atgais
1	atgrez&as
1	atlikti
1	atmakßa
1	atmakßats
1	atna¥ku
1	atna^ca
1	atnaca
1	atnaes
1	atnakuﬂi
1	atneßße
1	atneßt
1	atpelnis
1	atpeßti
1	atpircis
1	atraßt
1	atrepﬂana
1	atßaccia
1	atßegraeßes
1	atßpirgloﬂan
1	atßpirgloﬂana
1	atßpirglot
1	atßta
1	atßtat
1	atßtates
1	atßut
1	atteiat
1	attes
1	attradda¥
1	attraddis
1	attrais
1	attras
1	attroda
1	attromu
1	atturri
1	atwaer
1	atwaeraet
1	atwaere
1	atwera
1	atweris
1	atwert
1	atz&ißtu
1	auga
1	augli{naggli}
1	augligs
1	auglis
1	aukßt
1	aukßta¥
1	aukßtaku
1	aukßtas
1	aukßtay
1	außis
1	ayzbilde
1	ayzbildetaia
1	ayzbyldaets{ayzbil (daets}
1	ayzlegtu
1	ayzmirßtam
1	ayzmirßti
1	ayzßkarﬂana
1	ayzßkart{ayz (ßkart}
1	ayzßkarta¥
1	ayzßlekta
1	ba¥rinus
1	badmiris
1	baeda¥
1	baedaias
1	baeddre
1	baedigas
1	baedigems
1	baedigs
1	baedigu
1	baedigus
1	baedz
1	baeres
1	baernam
1	baerni
1	baerninam
1	baerning
1	baerningam
1	baerningiam
1	baernings{baernigs}
1	bagga¥tiba¥
1	baggata
1	baggatam
1	baggatem
1	baggatus
1	baila
1	bailes
1	bailiba
1	bailig
1	bailiga
1	bailiga¥
1	bailu
1	balßta
1	baltaks
1	baltems
1	bargams
1	bargi
1	barioia
1	barioias
1	bariots
1	barriba&
1	barrio
1	bas
1	baudis
1	baußlems
1	baznica
1	baznickungems
1	be
1	bedas
1	bedena
1	bedenas
1	bediga
1	bediga¥
1	bedrems
1	begdams
1	bendi
1	bernins
1	bernus
1	besgraeku
1	beßkaunems
1	beßkauni
1	beskaunigems
1	beßßpaecibas
1	beßßpeciba
1	beze
1	bezems
1	biaﬂana¥
1	biates
1	bildaeia
1	bißtaias
1	bißtam
1	bißtat
1	blaedems
1	blienems
1	blieni
1	blienus
1	bra¥ddat
1	braliga¥
1	braucam
1	breßmiba¥
1	breßmigas
1	breßmigems
1	breßmigi
1	breßmigs
1	breßmu
1	briniga
1	brinigi
1	brinodam
1	brinoﬂan
1	brinum
1	brinumu
1	bruganam
