V‚rdformu skaits:	2348
2	JESVM
2	Jr
2	Jumprauw
2	Jumprauwas
2	Ka¥
2	ka¥du
2	Ka¥ttri
2	ka^pis
2	kada¥
2	Kadas
2	kapaec
2	kardinaﬂanas
2	kariga
2	kattra¥
2	kaut
2	kliut
2	ko^ku
2	kreißa
2	krißtibas
2	Krißtibas
2	krißtita
2	krißtita¥
2	krißtitas
2	kru^tems
2	krußta
2	krußtas
2	kungam
2	Kungu
2	labba¥
2	labbe
2	laetak
2	lagadiba¥
2	laulibas
2	lauzis
2	layka
2	le^k
2	le^laka
2	le^laka¥
2	le^lu
2	le^tas
2	leciba
2	lela
2	leta¥
2	leta¥s
2	letems
2	liaudems
2	likdami
2	likt
2	lopems
2	ludzu
2	lugﬂena
2	lydza
2	lydzeni
2	lydzu
2	maca
2	maggona
2	manna
2	manna¥
2	mannas
2	mannu
2	Mariae
2	meßa
2	mileßirdiba¥s
2	mileßirdigi
2	milibas
2	milo^t
2	mirronems
2	Mißsi
2	mocenas
2	mu^ßam
2	mu^ßas
2	Mu^ßu
2	mu^z&ibas
2	Mums
2	mußu
2	muz&ibas
2	muz&iga¥
2	muz&igems
2	muz&igu
2	muzam
2	myrrones
2	na¥wes
2	nabbagus
2	Nae
2	nakti
2	nammu
2	nepattes
2	nepatteßa
2	newaid
2	Newena
2	noe^t
2	noladaeti
2	nomirris
2	nomirruﬂems
2	nomirruﬂi
2	nomirﬂanas
2	nomirßt
2	nomirtu
2	nopelnitems
2	notiks
2	notikt
2	nule
2	o^tram
2	Onias
2	otru
2	pa
2	paaukßtenata
2	Paec
2	pallidza
2	pallidzaet
2	pamaeﬂanas
2	pameßti
2	pammettam
2	paradnekems
2	parlaußt
2	paﬂa
2	paßßaule
2	paßßaulei
2	Paterems
2	Paterus
2	pattes
2	Pattes
2	patteße
2	pawele
2	paweleia
2	pazuﬂanas
2	pe^ras
2	Pec
2	pedaer
2	pediga¥s
2	pedzimts
2	pelni
2	pelnit
2	pelnyis
2	pemin
2	perßonems
2	peßißts
2	peßtaias
2	peßtitais
2	peßtyis
2	Pilato
2	pirma
2	Pirma
2	pirmak
2	pirmaka¥
2	Pontio
2	pra¥tu
2	ra^da
2	radditaiu
2	rakßti
2	Raug
2	ro^ka
2	ßaccidams
2	ßaede
2	ﬂai
2	ßaimneks
2	ßakku
2	Sakramentems
2	Sakramentus
2	ßaldais
2	ßapas
2	ßapraßt
2	ßargates
2	ßauc
2	ßaucam
2	ßauwam
2	Sauwas
2	ßawißka
2	ﬂennens
2	ßeptinie
2	ßewa¥
2	ßewems
2	ßimptutukßtoﬂus
2	ßkadas
2	Skaiti
2	ßkißta
2	ßlaucumaugguni
2	ßlaucumu
2	ßlimmi
2	ßodu
2	ßtarpa
2	ßtippri
2	ßtundas
2	ßummenat
2	Summenata
2	Swaeta¥
2	ßwaetems
2	Swaeti
2	Swaetits
2	ßwaets
2	Swaets
2	Swaetus
2	ßweﬂi
2	ßweﬂu
2	ßwetas
2	Swetus
2	Sze
2	ta¥d
2	Ta¥pec
2	ta^da
2	tappa
2	tapt
2	tapti
2	tarpi
2	tauwa¥s
2	Tauws
2	Tay
2	te`
2	te^ﬂam
2	teuwim
2	tews
2	TEws
2	tewu
2	tikai
2	to^p
2	to^pa
2	to^pa¥
2	to^pam
2	to^pi
2	traeﬂa
2	traeﬂas
2	tudelin
2	tukßtoﬂi
2	tycciba
2	tyccy
2	vggunems
2	Vzka^pa
2	vzmoﬂ
2	wa¥lßtiba¥
2	waelak
2	waelnems
2	waerﬂ
2	waeßßels
2	waiadzibas
2	waiﬂ
2	walkot
2	wallia
2	walßtiba
2	warres
2	we^na¥
2	welnu
2	wenadas
2	winia¥
2	Winiam
2	wyru
2	Wyßsi
2	wyßßos
2	wyßßuwairak
2	ykwena
2	ykwenu
2	z&aelo
2	zakt
2	Zemme
2	zin
2	zinna
2	zinnam
2	zuddena¥
2	zymems
2	zymi
2	9
1	a¥b
1	a¥bbems
1	a¥bbeßts
1	a¥bo^lu
1	a¥bols
1	a¥bz&aeloias
1	a¥ccimirklas
1	a¥ccimirkli
1	a¥ccims{a¥c cims}
1	a¥ccis
1	a¥ddo^t
1	a¥icena¥ﬂa&na^
1	a¥kkiili
1	a¥lga¥cems
1	a¥lkßt
1	a¥lla¥z¥in
1	a¥ltari
1	a¥ltaris
1	a¥mmadam
1	a¥pgrauz
1	a¥pkaitenaiuﬂu
1	a¥plaupi
1	a¥ple^dams
1	a¥ple^t
1	a¥pmainiﬂana¥
1	a¥pmekklet
1	a¥ppa¥kﬂa
1	a¥pra¥kt
1	a¥praudzit
1	a¥pßedes
1	a¥pßmeﬂana¥
1	a¥pßpeﬂana¥
1	a¥pßudzas
1	a¥pterpt{a¥pterpt }
1	a¥rigi
1	a¥rlgu
1	a¥ßsini
1	a¥ßsinigi
1	a¥ßtonie
1	a¥tbildaet
1	a¥tdzimpts
1	a¥tiemt
1	a¥tiemta
1	a¥tka¥l
1	a¥tla¥ißti
1	a¥tlaiﬂana
1	a¥tmakßaia
1	a¥trawis
1	a¥tßtat{a¥ßtat}
1	a¥tßwabbad_ti
1	a¥ttra¥s
1	a¥ttra¥uw
1	a¥ttraidnas
1	a¥ttrod
1	a¥tturret
1	a¥tweglot
1	a¥twelet
1	a¥twertu
1	a¥tzißtu
1	a¥uglis
1	a¥uglu
1	a¥ukﬂan
1	a¥ukßtaka¥
1	a¥ukßti
1	a¥ußis
1	a¥yzbildet
1	a¥yzka¥weﬂana¥
1	a¥yzkaweﬂanas
1	a`tbildes
1	a`tpeßtiti
1	a^z&i
1	a&tmakßas
1	abbeßts
1	abbi
1	abbliaenus
1	abzymoias
1	abzymotes
1	accimirkla
1	aeließwaidiﬂana¥
1	aeﬂen
1	aeßt
1	aicenas
1	aißto
1	apkart
1	aple^ks
1	apleka¥
1	appakﬂ
1	ara
1	aßßaras
1	atmakßaﬂena
1	atmekßaﬂana
1	atnaktu
1	atpeßtiﬂ
1	atrauw
1	atßtaiuﬂi
1	atßwabbadaﬂana
1	atturraetes
1	atzit
1	auglems
1	auglis
1	aukßtaka{außtaka}
1	aukßts
1	außis
1	ayßkart
1	ayzbildetaius
1	ayzledze
1	ayzlegﬂana
1	ayzlektems
1	Abdoma¥
1	Ach
1	Adam
1	Akkiliba
1	Apoßtolems
1	Apoßtols
1	Apoßtuli
1	Augußtinus
1	Ayzmirs
1	ba¥rinus
1	Ba¥znicakungus
1	bads
1	baedeklems
1	baedigas
1	baerna¥menge
1	baerni
1	baernißkems
1	baernus
1	baggatu
1	bailas
1	bailes
1	ballo^z&u
1	balloda
1	bario
1	bariot
1	baußlas
1	Baznica¥kunga
1	Baznica¥kungs
1	Baznicakungas
1	be^ze
1	bedigi
1	bedigus
1	Bernardus
1	Bernarts
1	berni
1	beßßpaeciga
1	Bia¥
1	biaﬂana
1	bikker
1	bilde
1	bildes
1	braliems
1	braliﬂka¥
1	braliu
1	breßmigas
1	breßmigu
1	bu^dami
1	bu^ﬂanas
1	bu^tam
1	bu^tu
1	Bus
1	bußam
1	buﬂennas
1	buta¥
1	butu
1	bya¥
1	bya¥ﬂena¥
1	byis
1	byiußßa
1	byußa
1	caeles
1	caetturtu
1	caurßpidiga
1	caurwertes
1	ce^k
1	Ce^ki
1	ce^nidami
1	ce^nigai
1	ce^nige
1	ce^ﬂana¥
1	ce^ﬂana¥vnd
1	ce^ﬂi
1	Ce^tu
1	ce^tumu
1	Ceka^di
1	celes
1	celﬂana¥
1	celßes
1	ceniam
1	ceniuﬂa
1	cerraetu
1	cerret
1	cerretu
1	cerriba
1	Cerriba
1	cerriba¥
1	Cerribas
1	ceﬂana
1	ceﬂana¥
1	ceßt
1	cetturta
1	cetuma¥
1	cetußa
1	ci^lwaeks
1	cikßtes
1	cilta¥
1	cilwaeciba
1	cilwaecibu
1	cilwaeke
1	cilwaeko
1	cilweka¥ms
1	cilwekems
1	citta
1	citta¥
1	cittada¥
1	Cittam
1	cittas
1	Cittu
1	cittus
1	Cittus
1	citu
1	Czetterdeßmittus
1	Czettri
1	czettrus
1	czußka
1	da¥bbuis
1	da¥rbems
1	da¥rra
1	da¥rrit
1	da¥udzus
1	dabbuitu
1	dabuiuﬂu
1	daeg
1	daegga¥
1	Daela
1	Daela¥
1	daewaets
1	daewam
1	Daniela
1	dar
1	darba¥
1	darbnekam
1	darbnekems
1	darbs
1	darga
1	dargai
1	darria
1	darriﬂana¥
1	darrißtaena¥
1	darritu
1	darriuﬂu
1	darru
1	daudz¥us
1	daudzems
1	daudzi
1	daudzu
1	daudzukart
1	daz&z&akart
1	daz&z&am
1	daz&z&u
1	daz&z&ußimpti
1	de`na¥
1	de^lie
1	de^na
1	de^nems
1	de^niﬂka¥
1	De^wa
1	De^wa¥
1	De^ws
1	debbeßßes
1	dedzama
1	dedzin
1	Delu
1	denae
1	denems
1	deniﬂka¥
1	deniﬂki
1	derrigs
1	deßmitas
1	deßmittas
1	deßmitte
1	deßmitti
1	deßmittu
1	Dewa¥domigi
1	Dewa&
1	Dewabiige
1	Dewakalpoﬂanas
1	dewet
1	Dewiba
1	Dewibas
1	Dewiﬂka
1	Dewy
1	dibena
1	Do^d
1	do^das
1	do^ma¥
1	do^madams
1	do^mam
1	do^mams
1	do^ta¥
1	Doda
1	Doda¥
1	dodo^s
1	domais
1	domaiuﬂu
1	domaﬂena¥
1	domaﬂenems
1	dos
1	dots
1	draudze
1	draudziba
1	draudziba¥
1	draugu
1	dubbliems{gubbliems}
1	dukﬂos
1	Dußmiba¥
1	dußmigu
1	dwaeßael
1	dwaeßele
1	dwaeßell
1	dwaeßella
1	dwaeßella¥
1	dweßellems
1	dywwada
1	dywwems
1	dywwi
1	Dywwi
1	dywwipadeßmittems
1	dywwitukßtoﬂems
1	dzaere
1	dzaert
1	dzillia
1	dzilliak
1	dzilliumu
1	dzirdeius
1	dzirdena¥t
1	dzißlems
1	dziwiba¥
1	dziwodams
1	dziwoia
1	dziwoiuﬂi
1	dziwoﬂa¥na
1	e¥t
1	edo^ma
1	edo^ﬂanu
1	edo^ﬂena
1	edoﬂanu
1	Eita
1	Ekam
1	ekritta
1	ekrytam
1	ekﬂ
1	ekﬂa¥n
1	Ekﬂa¥n
1	ekﬂiga
1	elikta
1	Elizabeth
1	emeroßem
1	emerots
1	Ena¥idiba
1	ena¥idneki
1	enacis
1	enaidibas
1	enaidnekems
1	enaidneki
1	enaktas
1	Engelam
1	Engelu
1	Engelus
1	enida¥s
1	enidaeﬂanas
1	enidet
1	epraeceﬂana¥
1	epreca¥t
1	eprecaﬂana¥
1	eprecenati
1	eprecenatus
1	erauge
1	eßakam
1	eßakt
1	eßakumu
1	eßlekti
1	eßßemi
1	eßßoto
1	eßtadiﬂana¥s
1	eßtipprinati
1	eßwaetiﬂana¥
1	eßwetiﬂana
1	eßwetits
1	Ewa¥ngeliﬂki
1	ewaeddam
1	eweßt
1	ezzeros
1	ga¥rrigi
1	ga¥rrigu
1	ga¥rru
1	Ga¥wet
1	ga^da¥t
1	gabbalinus
1	gabbolin
1	gabbolins
1	gabbolos
1	gabbolu
1	gabbula
1	gabbulems
1	gabolus
1	Gabriels
1	gaddams
1	gaddems
1	gaddims
1	gadet
1	gadßkartan
1	gaida
1	galla
1	galwa¥graekims
1	galwa¥greki
1	galwagraekems
1	galwagreku
1	galwigreki
1	galwugraekus
1	ganna
1	garrigems
1	garrigs
1	garrigu
1	Gars
1	gaßpoz&a
1	gattauw
1	gawaenia
1	gawaet
1	gawama
1	gawe
1	gaweﬂana
1	gla¥bbot
1	go^dige
1	goddiba¥
1	godena
1	godenat
1	graecigs
1	graecigu
1	graecnekam
1	graecneki
1	graekaßudzaeﬂana
1	graeko
1	graekoia
1	graekoiuﬂ
1	graekot
1	Graeku
1	graekupamaeﬂana
1	graekupamaeﬂanu
1	Graekus
1	graekußudzaeﬂana¥
1	graekußudzeﬂana¥
1	Graekuwaidaﬂena
1	graezna¥
1	graeznibas
1	graezns
1	graudi
1	graudinie
1	grecnekems
1	grecnekus
1	greka
1	greka¥
1	grekims
1	greko
1	grekos
1	greks
1	greku=ßudzeﬂanas
1	grekußudzeﬂa¥na¥
1	grekußudzeﬂana
1	Grezniba¥
1	gribbaetu
1	gribbeﬂanu
1	gribbet
1	gribbetu
1	gru^tems
1	gru^ti
1	gru^ts
1	gruta¥ki
1	Grutaka
1	grute
1	gudrs
1	gullaet
1	Herodes
1	Holophernes
1	ia&
1	iaeme
1	iakam
1	iauna¥
1	iem
1	iemmam
1	IKßa
1	ikwena
1	ilga
1	ilga¥
1	ilgak
1	ilgas
1	ißpraßsit
1	ißßakka¥mas
1	ißßakkama
1	ißßamißßeﬂan
1	ißßamißßetes
1	ißsißt
1	ißskaitamems
1	ißßkaitiﬂana
1	ißtena¥
1	ite^
1	iten
1	iu^ri
1	iums
1	iyzledzu
1	izalkuﬂos
1	izdallit
1	izdomais
1	izlagadaeis
1	izßkaitamams
1	Ja¥
1	Janiam
1	Janis
1	Japﬂagan
1	Jerußalem
1	Jkwens
1	Joduliauz&u
1	Jßpaudi
1	Jumprauwa
1	Jumprawas
1	ka¥Danielam
1	ka¥das
1	ka¥Dews
1	ka¥ds
1	ka¥lpoﬂa¥na¥
1	ka¥lßt
1	ka¥mes
1	ka¥te
1	ka¥ttra¥s
1	ka¥ttrems
1	ka¥ttru
1	ka`
1	Ka^das
1	ka^dus
1	ka^ra
1	kads
1	kaiams
1	kalns
1	kalnu
1	kalpo
1	kalpot
1	kalpuna
1	kalpuna¥
1	kamaer
1	Kamaer
1	kapec
1	kardanaﬂanas
1	kardenaﬂanas
1	kardinaﬂana
1	karoﬂana
1	karras
1	Katholiﬂka¥
1	katholißtka
1	katolißka
1	Katrra
1	Katrri
1	Katters
1	kattrams
1	kattray
1	Kattrus
1	kaukt
1	kaulems
1	kaunas
1	kauns
1	kaußu
1	kazas
1	kieninia
1	kla^t
1	Klaias
1	Klaußaita¥
1	klaußis
1	klay
1	kliu
1	kliußt
1	klußu
1	ko^kos
1	ko^pa
1	kokems
1	koks
1	koku
1	kraeßlu
1	kreißas
1	kreßlu
1	krißt
1	krißtit
1	krißtita&
1	krißtitems
1	krißtiti
1	krißtittam
1	krißtitu
1	krittumu
1	krittuﬂu
1	Kunga
1	kungems
1	Kuria
1	Kurriu
1	KVngs
1	la¥bbems
1	la^z&a
1	la&bbems
1	Labbak
1	labbas
1	labbudarriﬂenu
1	labbumu
1	labs
1	labu
1	lagadaet
1	laicÓga
1	laicigu
1	laima¥
1	laimiga¥
1	Laißkiba¥
1	lappas
1	Lappra¥t
1	lapprat
1	Lappratiga¥
1	lappratu
1	lapratu
1	lauliba
1	Lauliba
1	lauliba¥
1	Laulibas
1	laupit
1	laykus
1	le^c
1	le^la
1	le^laku
1	le^las
1	le^lems
1	le^ta¥
1	leia
1	Leladena
1	lelaku
1	lelas
1	lels
1	lelu
1	lenigi
1	leta
1	letak
1	letas
1	lia¥nu
1	lia¥unu
1	likkas
1	liks
1	likstas
1	liktes
1	liot
1	lixma
1	lixmigi
1	lixmotes
1	lu^dze
1	lu^gs
1	lu^ko
1	luceklems
1	Lucifer
1	ludz
1	ludza
1	ludza^m
1	ludzaet
1	ludze
1	ludzis
1	ludzot
1	Ludzu
1	lußtigi
1	Lydz
1	lydzena
1	lydzini
1	lykka¥
1	ma¥cet
1	ma¥nna¥
1	ma^ca
1	ma^ca¥
1	ma^ta¥
1	ma^te
1	Maccabeus
1	mace^taes
1	maceis
1	macia¥
1	maciba
1	maciba&
1	macites
1	Maes
1	maieweta¥
1	maizas
1	makßa
1	malae
1	maleßt
1	mallo^s
1	mallos
1	mannems
1	manni
1	mannus
1	matti
1	mazza
1	mazzaki
1	mazze
1	mazzos
1	me^as
1	me^lo
1	me^rs
1	me^ru
1	me^ße
1	me^ßes
1	meleßt
1	mellot
1	meloﬂana
1	mems
1	merigi
1	meru
1	Meßas
1	meßi
1	meßigi
1	meßts
1	meßu
1	mikßtu
1	milais
1	milaka
1	mileßirdibas
1	Miliba
1	Miliba¥
1	Milibas
1	milibes
1	miliems
1	milo
1	Milo
1	milo¥t
1	mirdams
1	mirris
1	mirrt
1	mirs
1	mirﬂanas
1	mirﬂenas
1	mirßt
1	mirßtam
1	mirtu
1	Mißßa
1	Mißße
1	mo^cena
1	Mo^cenas
1	mo^cenati
1	mo^citaiems
1	mo^ka
1	mo^ki
1	mo^kus
1	mo^tems
1	mocenats
1	modige
1	mu^ßa
1	Mu^ßas
1	mu^ßems
1	mu^z¥igems
1	mu^z&iba
1	mu^z&iba&
1	mu^z&iga¥
1	mu^z&iga¥s
1	mu^z&igam
1	mu^z&igos
1	mu^ziga
1	muitnekam
1	mums{mum}
1	Mußa
1	mutta
1	muttu
1	Muz&am
1	muz&iba
1	Muziga¥
1	na¥bba¥dziba¥
1	na¥bba¥gi
1	na¥we
1	na^kt
1	naba¥ga¥
1	nabags
1	nabagus
1	nabbadzibas
1	nabbaga
1	nabbagas
1	Nabbagas
1	nabbagu
1	naggus
1	naige
1	nakuﬂi
1	nakuﬂu
1	nawes
1	nawigems
1	nawigi
1	Negaußiba¥
1	negodigi
1	negodigu
1	neißßakamams
1	neißßakamas
1	nekrißtitu
1	nelaima
1	nelaimas
1	nema¥citus
1	Neneku
1	nepa¥ttes
1	nepaklaußigus
1	nepena^kas
1	neßaßoliti
1	neßkißta¥
1	Neßkißtiba¥
1	neßleppen
1	neßßa
1	neßße
1	netikklus
1	newa
1	Newa¥id
1	newaens
1	newaeßßela¥m
1	Newaid
1	newarraetu
1	newarres
1	newarrres
1	newen
1	Newen
1	newenam
1	neweßßulus
1	nezinnam
1	nezinnams
1	nezinnas
1	nezinni
1	nicenaﬂana
1	nikna
1	Nikna
1	nikna¥
1	nikni
1	nikns
1	no^tek
1	nodewwe
1	noe^tu
1	noeﬂana¥
1	nogaiuﬂi
1	noiem
1	nokauwa
1	nola¥deﬂana¥
1	noladaetems
1	noladetems
1	nomazgats
1	nomeßti
1	nomiris
1	nomirre
1	nomirﬂenas
1	nomirﬂsennas
1	nopelnita
1	Nopelnitu
1	noryt
1	noßkirruﬂi
1	noßkummas
1	noßkummes
1	noßkumt
1	note^k
1	notikkuﬂi
1	nowilis
1	nozedzigu
1	nozegumu
1	nu^le
1	o^tera
1	o^terkart
1	o^tras
1	oters
1	Otra
1	Pa
1	pa¥ddomu
1	pa¥ma¥cet
1	pa¥r
1	Pa¥r
1	pa¥radnekems
1	pa¥ﬂa¥
1	pa¥ßtawet
1	pa¥ttigalwigus
1	pa¥welet
1	pa¥zuﬂa¥na¥
1	pa^rßtawa
1	pa^ßtawaet
1	pa&meßti
1	paceﬂana¥
1	Paceﬂana¥
1	paddomu
1	Paddomu
1	paedigems
1	paedigi
1	paedigu
1	paelni
1	Pagganam
1	pakla¥ußiﬂa¥na¥
1	paklaußia
1	paklaußis
